PMCID,PMID,Title,Year,Associated Keywords,Citations,Keywords Count,Score,Journal,DOI,Authors,Abstract
7758728,33125867,Two MicroRNAs Are Sufficient for Embryonic Patterning in C. elegans,2020,"['microrna', 'drosha', 'pasha', 'dgcr8', 'mirtron', 'embryogenesis', 'development', 'c.\xa0elegans']",16,"{'ASE': 0, 'che-1': 0, 'lsy-6': 0}",0.0,Current Biology,10.1016/j.cub.2020.09.066,"['Dexheimer, Philipp J.', 'Wang, Jingkui', 'Cochella, Luisa']","MicroRNAs (miRNAs) are a class of post-transcriptional repressors with diverse roles in animal development and physiology [1]. The Microprocessor complex, composed of Drosha and Pasha/DGCR8, is necessary for the biogenesis of all canonical miRNAs and essential for the early stages of animal embryogenesis [2, 3, 4, 5, 6, 7, 8]. However, the cause for this requirement is largely unknown. Animals often express hundreds of miRNAs, and it remains unclear whether the Microprocessor is required to produce one or few essential miRNAs or many individually non-essential miRNAs. Additionally, both Drosha and Pasha/DGCR8 bind and cleave a variety of non-miRNA substrates [9, 10, 11, 12, 13, 14, 15], and it is unknown whether these activities account for the Microprocessor’s essential requirement. To distinguish between these possibilities, we developed a system in C. elegans to stringently deplete embryos of Microprocessor activity. Using a combination of auxin-inducible degradation (AID) and RNA interference (RNAi), we achieved Drosha and Pasha/DGCR8 depletion starting in the maternal germline, resulting in Microprocessor and miRNA-depleted embryos, which fail to undergo morphogenesis or form organs. Using a Microprocessor-bypass strategy, we show that this early embryonic arrest is rescued by the addition of just two miRNAs, one miR-35 and one miR-51 family member, resulting in morphologically normal larvae. Thus, just two out of ∼150 canonical miRNAs are sufficient for morphogenesis and organogenesis, and the processing of these miRNAs accounts for the essential requirement for Drosha and Pasha/DGCR8 during the early stages of C. elegans embryonic development."
2670343,19269369,nhl-2 modulates microRNA activity in Caenorhabditis elegans,2009,[],110,"{'ASE': 0, 'che-1': 0, 'lsy-6': 0}",0.0,Cell,10.1016/j.cell.2009.01.053,"['Hammell, Christopher M.', 'Lubin, Isabella', 'Boag, Peter R.', 'Blackwell, T. Keith', 'Ambros, Victor']","The C. elegans TRIM-NHL protein NHL-2 functions as a co-factor for the microRNA Induced Silencing Complex (miRISC) and thereby enhances the post-transcriptional repression of several genetically verified microRNA targets, including hbl-1 and let-60/Ras (by the let-7-family of microRNAs) and cog-1 (by the lsy-6 microRNA). NHL-2 is localized to cytoplasmic processing bodies (P-bodies) and physically associates with the P-body protein CGH-1 and the core miRISC components ALG-1/2 and AIN-1. nhl-2 and cgh-1 mutations compromise the repression of microRNA targets in vivo, but do not affect microRNA biogenesis, indicating a role for a NHL-2-CGH-1 complex in the effector phase of miRISC activity. We propose that the NHL-2-CGH-1 complex functions in association with mature miRISC to modulate the efficacy of microRNA:target interactions in response to physiological and developmental signals, and thereby helps ensure the robustness of genetic regulatory pathways regulated by microRNAs."
2864223,20359322,Inhibiting miRNA in Caenorhabditis elegans using a potent and selective antisense reagent,2010,[],0,"{'ASE': 0, 'che-1': 0, 'lsy-6': 0}",0.0,Silence,10.1186/1758-907X-1-9,"['Zheng, Genhua', 'Ambros, Victor', 'Li, Wen-hong']","Antisense reagents can serve as efficient and versatile tools for studying gene function by inhibiting nucleic acids in vivo. Antisense reagents have particular utility for the experimental manipulation of the activity of microRNAs (miRNAs), which are involved in the regulation of diverse developmental and physiological pathways in animals. Even in traditional genetic systems, such as the nematode Caenorhabditis elegans, antisense reagents can provide experimental strategies complementary to mutational approaches. Presently no antisense reagents are available for inhibiting miRNAs in the nematode C. elegans."
9306894,34862697,Transcriptional regulation of neuronal identity,2022,"['enhancer', 'neuronal differentiation', 'neuronal identity', 'regulation of gene expression', 'regulatory genome', 'repression', 'transcription factor']",11,"{'ASE': 25, 'che-1': 0, 'lsy-6': 0}",0.0,The European Journal of Neuroscience,10.1111/ejn.15551,"['Sousa, Erick', 'Flames, Nuria']","Neuronal diversity is an intrinsic feature of the nervous system. Transcription factors (TFs) are key regulators in the establishment of different neuronal identities; how are the actions of different TFs coordinated to orchestrate this diversity? Are there common features shared among the different neuron types of an organism or even among different animal groups? In this review, we provide a brief overview on common traits emerging on the transcriptional regulation of neuron type diversification with a special focus on the comparison between mouse and '], b'Caenorhabditis elegans', b'c toggle=""no"">C. elegans', b'c toggle=""yes"">C. elegans Amphid neurons, single ciliated endings"
2976285,21041366,Otx-dependent expression of proneural bHLH genes establishes a neuronal bilateral asymmetry in C. elegans,2010,"['left-right asymmetry', 'c. elegans', 'cell lineage']",20,"{'ASE': 0, 'che-1': 0, 'lsy-6': 0}",0.0,"Development (Cambridge, England)",10.1242/dev.058834,"['Nakano, Shunji', 'Ellis, Ronald E.', 'Horvitz, H. Robert']","Bilateral asymmetry in Caenorhabditis elegans arises in part from cell lineages that differ on the left and right sides of the animal. The unpaired MI neuron descends from the right side of an otherwise left-right symmetric cell lineage that generates the MI neuron on the right and the e3D epithelial cell on the left. We isolated mutations in three genes that caused left-right symmetry in this normally asymmetric cell lineage by transforming MI into an e3D-like cell. These genes encode the proneural bHLH proteins NGN-1 and HLH-2 and the Otx homeodomain protein CEH-36. We identified the precise precursor cells in which ceh-36 and ngn-1 act, and showed that CEH-36 protein is asymmetrically expressed and is present in an MI progenitor cell on the right but not in its bilateral counterpart. This asymmetric CEH-36 expression promotes asymmetric ngn-1 and hlh-2 expression, which in turn induces asymmetric MI neurogenesis. Our results indicate that this left-right asymmetry is specified within the two sister cells that first separate the left and right branches of the cell lineage. We conclude that the components of an evolutionarily conserved Otx/bHLH pathway act sequentially through multiple rounds of cell division on the right to relay an initial apparently cryptic asymmetry to the presumptive post-mitotic MI neuron, thereby creating an anatomical bilateral asymmetry in the C. elegans nervous system."
1899474,17606643,The molecular signature and cis-regulatory architecture of a C. elegans gustatory neuron,2007,"['caenorhabditis elegans', 'development', 'gustatory neuron', 'transcription factor']",112,"{'ASE': 0, 'che-1': 0, 'lsy-6': 0}",0.0,Genes & Development,10.1101/gad.1560107,"['Etchberger, John F.', 'Lorch, Adam', 'Sleumer, Monica C.', 'Zapf, Richard', 'Jones, Steven J.', 'Marra, Marco A.', 'Holt, Robert A.', 'Moerman, Donald G.', 'Hobert, Oliver']","Taste receptor cells constitute a highly specialized cell type that perceives and conveys specific sensory information to the brain. The detailed molecular composition of these cells and the mechanisms that program their fate are, in general, poorly understood. We have generated serial analysis of gene expression (SAGE) libraries from two distinct populations of single, isolated sensory neuron classes, the gustatory neuron class ASE and the thermosensory neuron class AFD, from the nematode Caenorhabditis elegans. By comparing these two libraries, we have identified >1000 genes that define the ASE gustatory neuron class on a molecular level. This set of genes contains determinants of the differentiated state of the ASE neuron, such as a surprisingly complex repertoire of transcription factors (TFs), ion channels, neurotransmitters, and receptors, as well as seven-transmembrane receptor (7TMR)-type putative gustatory receptor genes. Through the in vivo dissection of the cis-regulatory regions of several ASE-expressed genes, we identified a small cis-regulatory motif, the “ASE motif,” that is required for the expression of many ASE-expressed genes. We demonstrate that the ASE motif is a binding site for the C2H2 zinc finger TF CHE-1, which is essential for the correct differentiation of the ASE gustatory neuron. Taken together, our results provide a unique view of the molecular landscape of a single neuron type and reveal an important aspect of the regulatory logic for gustatory neuron specification in C. elegans."
1950618,17717195,Genetic Screens for Caenorhabditis elegans Mutants Defective in Left/Right Asymmetric Neuronal Fate Specification,2007,[],0,"{'ASE': 0, 'che-1': 0, 'lsy-6': 0}",0.0,Genetics,10.1534/genetics.107.075648,"['Sarin, Sumeet', ""O\\'Meara, M. Maggie"", 'Flowers, Eileen B.', 'Antonio, Celia', 'Poole, Richard J.', 'Didiano, Dominic', 'Johnston, Robert J.', 'Chang, Sarah', 'Narula, Surinder', 'Hobert, Oliver']","We describe here the results of genetic screens for Caenorhabditis elegans mutants in which a single neuronal fate decision is inappropriately executed. In wild-type animals, the two morphologically bilaterally symmetric gustatory neurons ASE left (ASEL) and ASE right (ASER) undergo a left/right asymmetric diversification in cell fate, manifested by the differential expression of a class of putative chemoreceptors and neuropeptides. Using single cell-specific gfp reporters and screening through a total of almost 120,000 haploid genomes, we isolated 161 mutants that define at least six different classes of mutant phenotypes in which ASEL/R fate is disrupted. Each mutant phenotypic class encompasses one to nine different complementation groups. Besides many alleles of 10 previously described genes, we have identified at least 16 novel “lsy” genes (“laterally symmetric”). Among mutations in known genes, we retrieved four alleles of the miRNA lsy-6 and a gain-of-function mutation in the 3′-UTR of a target of lsy-6, the cog-1 homeobox gene. Using newly found temperature-sensitive alleles of cog-1, we determined that a bistable feedback loop controlling ASEL vs. ASER fate, of which cog-1 is a component, is only transiently required to initiate but not to maintain ASEL and ASER fate. Taken together, our mutant screens identified a broad catalog of genes whose molecular characterization is expected to provide more insight into the complex genetic architecture of a left/right asymmetric neuronal cell fate decision."
4102445,25032706,"LIN-42, the Caenorhabditis elegans PERIOD homolog, Negatively Regulates MicroRNA Transcription",2014,[],0,"{'ASE': 42, 'che-1': 0, 'lsy-6': 21}",0.0,PLoS Genetics,10.1371/journal.pgen.1004486,"['Perales, Roberto', 'King, Dana M.', 'Aguirre-Chen, Cristina', 'Hammell, Christopher M.', 'Ruvkun, Gary']","During C. elegans development, microRNAs (miRNAs) function as molecular switches that define temporal gene expression and cell lineage patterns in a dosage-dependent manner. It is critical, therefore, that the expression of miRNAs be tightly regulated so that target mRNA expression is properly controlled. The molecular mechanisms that function to optimize or control miRNA levels during development are unknown. Here we find that mutations in lin-42, the C. elegans homolog of the circadian-related period gene, suppress multiple dosage-dependent miRNA phenotypes including those involved in developmental timing and neuronal cell fate determination. Analysis of mature miRNA levels in lin-42 mutants indicates that lin-42 functions to attenuate miRNA expression. Through the analysis of transcriptional reporters, we show that the upstream cis-acting regulatory regions of several miRNA genes are sufficient to promote highly dynamic transcription that is coupled to the molting cycles of post-embryonic development. Immunoprecipitation of LIN-42 complexes indicates that LIN-42 binds the putative cis-regulatory regions of both non-coding and protein-coding genes and likely plays a role in regulating their transcription. Consistent with this hypothesis, analysis of miRNA transcriptional reporters in lin-42 mutants indicates that lin-42 regulates miRNA transcription. Surprisingly, strong loss-of-function mutations in lin-42 do not abolish the oscillatory expression patterns of lin-4 and let-7 transcription but lead to increased expression of these genes. We propose that lin-42 functions to negatively regulate the transcriptional output of multiple miRNAs and mRNAs and therefore coordinates the expression levels of genes that dictate temporal cell fate with other regulatory programs that promote rhythmic gene expression."
5388422,28180320,TEG-1 CD2BP2 controls miRNA levels by regulating miRISC stability in C. elegans and human cells,2017,[],0,"{'ASE': 33, 'che-1': 0, 'lsy-6': 14}",0.0,Nucleic Acids Research,10.1093/nar/gkw836,"['Wang, Chris', 'Gupta, Pratyush', 'Fressigne, Lucile', 'Bossé, Gabriel D.', 'Wang, Xin', 'Simard, Martin J.', 'Hansen, Dave']","MiRNAs post-transcriptionally regulate gene expression by recruiting the miRNA-induced silencing complex (miRISC) to target mRNAs. However, the mechanisms by which miRISC components are maintained at appropriate levels for proper function are largely unknown. Here, we demonstrate that Caenorhabditis elegans TEG-1 regulates the stability of two miRISC effectors, VIG-1 and ALG-1, which in turn affects the abundance of miRNAs in various families. We demonstrate that TEG-1 physically interacts with VIG-1, and complexes with mature let-7 miRNA. Also, loss of teg-1 in vivo phenocopies heterochronic defects observed in let-7 mutants, suggesting the association of TEG-1 with miRISC is necessary for let-7 to function properly during development. Loss of TEG-1 function also affects the abundance and function of other microRNAs, suggesting that TEG-1\'s role is not specific to let-7. We further demonstrate that the human orthologs of TEG-1, VIG-1 and ALG-1 (CD2BP2, SERBP1/PAI-RBP1 and AGO2) are found in a complex in HeLa cells, and knockdown of CD2BP2 results in reduced miRNA levels; therefore, TEG-1\'s role in affecting miRNA levels and function is likely conserved. Together, these data demonstrate that TEG-1 CD2BP2 stabilizes miRISC and mature miRNAs, maintaining them at levels necessary to properly regulate target gene expression."
1461427,16547101,Searching for Neuronal Left/Right Asymmetry: Genomewide Analysis of Nematode Receptor-Type Guanylyl Cyclases,2006,[],0,"{'ASE': 0, 'che-1': 0, 'lsy-6': 0}",0.0,Genetics,10.1534/genetics.106.055749,"['Ortiz, Christopher O.', 'Etchberger, John F.', 'Posy, Shoshana L.', 'Frøkjær-Jensen, Christian', 'Lockery, Shawn', 'Honig, Barry', 'Hobert, Oliver']","Functional left/right asymmetry (“laterality”) is a fundamental feature of many nervous systems, but only very few molecular correlates to functional laterality are known. At least two classes of chemosensory neurons in the nematode Caenorhabditis elegans are functionally lateralized. The gustatory neurons ASE left (ASEL) and ASE right (ASER) are two bilaterally symmetric neurons that sense distinct chemosensory cues and express a distinct set of four known chemoreceptors of the guanylyl cyclase (gcy) gene family. To examine the extent of lateralization of gcy gene expression patterns in the ASE neurons, we have undertaken a genomewide analysis of all gcy genes. We report the existence of a total of 27 gcy genes encoding receptor-type guanylyl cyclases and of 7 gcy genes encoding soluble guanylyl cyclases in the complete genome sequence of C. elegans. We describe the expression pattern of all previously uncharacterized receptor-type guanylyl cyclases and find them to be highly biased but not exclusively restricted to the nervous system. We find that >41% (11/27) of all receptor-type guanylyl cyclases are expressed in the ASE gustatory neurons and that one-third of all gcy genes (9/27) are expressed in a lateral, left/right asymmetric manner in the ASE neurons. The expression of all laterally expressed gcy genes is under the control of a gene regulatory network composed of several transcription factors and miRNAs. The complement of gcy genes in the related nematode C. briggsae differs from C. elegans as evidenced by differences in chromosomal localization, number of gcy genes, and expression patterns. Differences in gcy expression patterns in the ASE neurons of C. briggsae arise from a difference in cis-regulatory elements and trans-acting factors that control ASE laterality. In sum, our results indicate the existence of a surprising multitude of putative chemoreceptors in the gustatory ASE neurons and suggest the existence of a substantial degree of laterality in gustatory signaling mechanisms in nematodes."
3879703,24296782,You are what you eat: multifaceted functions of autophagy during C. elegans development,2014,"['autophagy', 'scaffold protein', 'aggrephagy', 'lipophagy', 'c. elegans']",0,"{'ASE': 0, 'che-1': 0, 'lsy-6': 0}",0.0,Cell Research,10.1038/cr.2013.154,"['Yang, Peiguo', 'Zhang, Hong']","Autophagy involves the sequestration of a portion of the cytosolic contents in an enclosed double-membrane autophagosomal structure and its subsequent delivery to lysosomes for degradation. Autophagy activity functions in multiple biological processes during Caenorhabditis elegans development. The basal level of autophagy in embryos removes aggregate-prone proteins, paternal mitochondria and spermatid-specific membranous organelles (MOs). Autophagy also contributes to the efficient removal of embryonic apoptotic cell corpses by promoting phagosome maturation. During larval development, autophagy modulates miRNA-mediated gene silencing by selectively degrading AIN-1, a component of miRNA-induced silencing complex, and thus participates in the specification of multiple cell fates controlled by miRNAs. During development of the hermaphrodite germline, autophagy acts coordinately with the core apoptotic machinery to execute genotoxic stress-induced germline cell death and also cell death when caspase activity is partially compromised. Autophagy is also involved in the utilization of lipid droplets in the aging process in adult animals. Studies in C. elegans provide valuable insights into the physiological functions of autophagy in the development of multicellular organisms."
3410857,22876200,"The MicroRNA mir-71 Inhibits Calcium Signaling by Targeting the TIR-1/Sarm1 Adaptor Protein to Control Stochastic L/R Neuronal Asymmetry in C. elegans'], b'miRNA and Stochastic L/R Neuronal Asymmetry",2012,[],0,"{'ASE': 0, 'che-1': 0, 'lsy-6': 0}",0.0,PLoS Genetics,10.1371/journal.pgen.1002864,"['Hsieh, Yi-Wen', 'Chang, Chieh', 'Chuang, Chiou-Fen', 'Chisholm, Andrew D.']","The Caenorhabditis elegans left and right AWC olfactory neurons communicate to establish stochastic asymmetric identities, AWCON and AWCOFF, by inhibiting a calcium-mediated signaling pathway in the future AWCON cell. NSY-4/claudin-like protein and NSY-5/innexin gap junction protein are the two parallel signals that antagonize the calcium signaling pathway to induce the AWCON fate. However, it is not known how the calcium signaling pathway is downregulated by nsy-4 and nsy-5 in the AWCON cell. Here we identify a microRNA, mir-71, that represses the TIR-1/Sarm1 adaptor protein in the calcium signaling pathway to promote the AWCON identity. Similar to tir-1 loss-of-function mutants, overexpression of mir-71 generates two AWCON neurons. tir-1 expression is downregulated through its 3′ UTR in AWCON, in which mir-71 is expressed at a higher level than in AWCOFF. In addition, mir-71 is sufficient to inhibit tir-1 expression in AWC through the mir-71 complementary site in the tir-1 3′ UTR. Our genetic studies suggest that mir-71 acts downstream of nsy-4 and nsy-5 to promote the AWCON identity in a cell autonomous manner. Furthermore, the stability of mature mir-71 is dependent on nsy-4 and nsy-5. Together, these results provide insight into the mechanism by which nsy-4 and nsy-5 inhibit calcium signaling to establish stochastic asymmetric AWC differentiation."
2811664,20040592,Neuron-type specific regulation of a 3′UTR through redundant and combinatorially acting cis-regulatory elements,2010,"['c. elegans', '3′utr', 'mirna', 'neuronal cell fate', 'cis-regulatory elements']",0,"{'ASE': 0, 'che-1': 0, 'lsy-6': 0}",0.0,RNA,10.1261/rna.1931510,"['Didiano, Dominic', 'Cochella, Luisa', 'Tursun, Baris', 'Hobert, Oliver']","3′ Untranslated region (UTR)-dependent post-transcriptional regulation has emerged as a critical mechanism of controlling gene expression in various physiological contexts, including cellular differentiation events. Here, we examine the regulation of the 3′UTR of the die-1 transcription factor in a single neuron of the nematode C. elegans. This 3′UTR shows the intriguing feature of being differentially regulated across the animal\'s left/right axis. In the left gustatory neuron, ASEL, in which DIE-1 protein is normally expressed in adult animals, the 3′UTR confers no regulatory information, while in the right gustatory neuron, ASER, where DIE-1 is normally not expressed, this 3′UTR confers negative regulatory information. Here, we systematically analyze the cis-regulatory architecture of the die-1 3′UTR using a transgenic, in vivo assay system. Through extensive mutagenesis and sequence insertions into heterologous 3′UTR contexts, we describe three 25-base-pair (bp) sequence elements that are both required and sufficient to mediate the ASER-specific down-regulation of the die-1 3′UTR. These three 25-bp sequence elements operate in both a redundant and combinatorial manner. Moreover, there are not only redundant elements within the die-1 3′UTR regulating its left/right asymmetric activity but asymmetric 3′UTR regulation is itself redundant with other regulatory mechanisms to achieve asymmetric DIE-1 protein expression and function in ASEL versus ASER. The features of 3′UTR regulation we describe here may apply to some of the vast number of genes in animal genomes whose expression is predicted to be regulated through their 3′UTR."
4335502,25671546,"Tissue Expression Pattern of PMK-2 p38 MAPK Is Established by the miR-58 Family in C. elegans'], b'Tissue Expression Established by the miR-58 Family",2015,[],0,"{'ASE': 28, 'che-1': 0, 'lsy-6': 2}",0.0,PLoS Genetics,10.1371/journal.pgen.1004997,"['Pagano, Daniel J.', 'Kingston, Elena R.', 'Kim, Dennis H.', 'Barsh, Gregory S.']","Analyses of gene expression profiles in evolutionarily diverse organisms have revealed a role for microRNAs in tuning tissue-specific gene expression. Here, we show that the relatively abundant and constitutively expressed miR-58 family of microRNAs sharply defines the tissue-specific expression of the broadly transcribed gene encoding PMK-2 p38 MAPK in Caenorhabditis elegans. Whereas PMK-2 functions redundantly with PMK-1 in the nervous system to regulate neuronal development and behavioral responses to pathogenic bacteria, the miR-58, miR-80, miR-81, and miR-82 microRNAs function redundantly to destabilize pmk-2 mRNA in non-neuronal cells with switch-like potency. Our data suggest a role for the miR-58 family in the establishment of neuronal-specific gene expression in C. elegans, and support a more general role for microRNAs in the establishment of tissue-specific gene expression."
4502811,25569839,Guidelines for monitoring autophagy in Caenorhabditis elegans,2015,"['autophagy', 'c. elegans', 'development', 'lc3', 'sqstm1', 'asel, ase left', 'aser, ase right', 'atg, autophagy-related', 'epg, ectopic pgl granules', 'er, endoplasmic reticulum', 'gfp, green fluorescent protein', 'lgg-1, lc3, gabarap and gate-16 family', 'mo, membranous organelle', 'pgl, p-granule abnormality', 'rer, rough endoplasmic reticulum', 'sqst, sequestosome related protein', 'tem, transmission electron microscopy']",0,"{'ASE': 73, 'che-1': 0, 'lsy-6': 5}",0.0,Autophagy,10.1080/15548627.2014.1003478,"['Zhang, Hong', 'Chang, Jessica T', 'Guo, Bin', 'Hansen, Malene', 'Jia, Kailiang', 'Kovács, Attila L', 'Kumsta, Caroline', 'Lapierre, Louis R', 'Legouis, Renaud', 'Lin, Long', 'Lu, Qun', 'Meléndez, Alicia', ""O\\'Rourke, Eyleen J"", 'Sato, Ken', 'Sato, Miyuki', 'Wang, Xiaochen', 'Wu, Fan']","The cellular recycling process of autophagy has been extensively characterized with standard assays in yeast and mammalian cell lines. In multicellular organisms, numerous external and internal factors differentially affect autophagy activity in specific cell types throughout the stages of organismal ontogeny, adding complexity to the analysis of autophagy in these metazoans. Here we summarize currently available assays for monitoring the autophagic process in the nematode C. elegans. A combination of measuring levels of the lipidated Atg8 ortholog LGG-1, degradation of well-characterized autophagic substrates such as germline P granule components and the SQSTM1/p62 ortholog SQST-1, expression of autophagic genes and electron microscopy analysis of autophagic structures are presently the most informative, yet steady-state, approaches available to assess autophagy levels in C. elegans. We also review how altered autophagy activity affects a variety of biological processes in C. elegans such as L1 survival under starvation conditions, dauer formation, aging, and cell death, as well as neuronal cell specification. Taken together, C. elegans is emerging as a powerful model organism to monitor autophagy while evaluating important physiological roles for autophagy in key developmental events as well as during adulthood."
2766936,19589887,Rapid Sequence Evolution of Transcription Factors Controlling Neuron Differentiation in Caenorhabditis,2009,"['caenorhabditis', 'transcription factors', 'nucleotide variation', 'molecular evolution', 'chemosensory genes', 'neurons']",0,"{'ASE': 0, 'che-1': 0, 'lsy-6': 0}",0.0,Molecular Biology and Evolution,10.1093/molbev/msp142,"['Jovelin, Richard']","Whether phenotypic evolution proceeds predominantly through changes in regulatory sequences is a controversial issue in evolutionary genetics. Ample evidence indicates that the evolution of gene regulatory networks via changes in cis-regulatory sequences is an important determinant of phenotypic diversity. However, recent experimental work suggests that the role of transcription factor (TF) divergence in developmental evolution may be underestimated. In order to help understand what levels of constraints are acting on the coding sequence of developmental regulatory genes, evolutionary rates were investigated among 48 TFs required for neuronal development in Caenorhabditis elegans. Allelic variation was then sampled for 28 of these genes within a population of the related species Caenorhabditis remanei. Neuronal TFs are more divergent, both within and between species, than structural genes. TFs affecting different neuronal classes are under different levels of selective constraints. The regulatory genes controlling the differentiation of chemosensory neurons evolve particularly fast and exhibit higher levels of within- and between-species nucleotide variation than TFs required for the development of several neuronal classes and TFs required for motorneuron differentiation. The TFs affecting chemosensory neuron development are also more divergent than chemosensory genes expressed in the neurons they differentiate. These results illustrate that TFs are not as highly constrained as commonly thought and suggest that the role of divergence in developmental regulatory genes during the evolution of gene regulatory networks requires further attention."
2134938,18085825,Most Caenorhabditis elegans microRNAs Are Individually Not Essential for Development or Viability,2007,[],0,"{'ASE': 28, 'che-1': 0, 'lsy-6': 4}",0.0,PLoS Genetics,10.1371/journal.pgen.0030215,"['Miska, Eric A', 'Alvarez-Saavedra, Ezequiel', 'Abbott, Allison L', 'Lau, Nelson C', 'Hellman, Andrew B', 'McGonagle, Shannon M', 'Bartel, David P', 'Ambros, Victor R', 'Horvitz, H. Robert', 'McManus, Michael T']","MicroRNAs (miRNAs), a large class of short noncoding RNAs found in many plants and animals, often act to post-transcriptionally inhibit gene expression. We report the generation of deletion mutations in 87 miRNA genes in Caenorhabditis elegans, expanding the number of mutated miRNA genes to 95, or 83% of known C. elegans miRNAs. We find that the majority of miRNAs are not essential for the viability or development of C. elegans, and mutations in most miRNA genes do not result in grossly abnormal phenotypes. These observations are consistent with the hypothesis that there is significant functional redundancy among miRNAs or among gene pathways regulated by miRNAs. This study represents the first comprehensive genetic analysis of miRNA function in any organism and provides a unique, permanent resource for the systematic study of miRNAs."
2998328,20923973,"Maintenance of Neuronal Laterality in Caenorhabditis elegans Through MYST Histone Acetyltransferase Complex Components LSY-12, LSY-13 and LIN-49",2010,[],0,"{'ASE': 0, 'che-1': 0, 'lsy-6': 0}",0.0,Genetics,10.1534/genetics.110.123661,"[""O\\'Meara, M. Maggie"", 'Zhang, Feifan', 'Hobert, Oliver']","Left/right asymmetrically expressed genes permit an animal to perform distinct tasks with the right vs. left side of its brain. Once established during development, lateralized gene expression patterns need to be maintained during the life of the animal. We show here that a histone modifying complex, composed of the LSY-12 MYST-type histone acetyltransferase, the ING-family PHD domain protein LSY-13, and PHD/bromodomain protein LIN-49, is required to first initiate and then actively maintain lateralized gene expression in the gustatory system of the nematode Caenorhabditis elegans. Similar defects are observed upon postembryonic removal of two C2H2 zinc finger transcription factors, die-1 and che-1, demonstrating that a combination of transcription factors, which recognize DNA in a sequence-specific manner, and a histone modifying enzyme complex are responsible for inducing and maintaining neuronal laterality."
4702986,26669440,Casein kinase II promotes target silencing by miRISC through direct phosphorylation of the DEAD-box RNA helicase CGH-1,2015,"['microrna', 'casein kinase ii', 'phosphorylation', 'mirisc', 'cgh-1']",0,"{'ASE': 0, 'che-1': 0, 'lsy-6': 0}",0.0,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.1509499112,"['Alessi, Amelia F.', 'Khivansara, Vishal', 'Han, Ting', 'Freeberg, Mallory A.', 'Moresco, James J.', 'Tu, Patricia G.', 'Montoye, Eric', 'Yates, John R.', 'Karp, Xantha', 'Kim, John K.']","MicroRNAs (miRNAs) are critical regulators of diverse biological processes. Despite rapid advances in understanding miRNA biogenesis and function, a gap remains in our knowledge of how miRNA effector complex activity [miRNA-induced silencing complex (miRISC)] is modulated. Specifically, the importance of posttranslational protein modifications in controlling miRISC activity remains largely unexplored. Here, we characterize a previously unidentified role for the conserved serine/threonine kinase, casein kinase II (CK2), in promoting the miRNA pathway in Caenorhabditis elegans. Notably, we establish the requirement of CK2 for miRNA function and provide mechanistic evidence that loss of CK2 compromises miRISC binding to mRNA targets. Furthermore, we identify that the miRISC cofactor and DEAD-box RNA helicase, CGH-1/DDX6, is phosphorylated by CK2 at a conserved residue, which is required for CGH-1–mediated miRNA function."
3545480,18054394,Posttranscriptional control of neuronal development by microRNA networks,2007,[],0,"{'ASE': 0, 'che-1': 0, 'lsy-6': 0}",0.0,Trends in neurosciences,10.1016/j.tins.2007.10.004,"['Gao, Fen-Biao']","The proper development of the nervous system requires precise spatial and temporal control of gene expression at both the transcriptional and translational levels. In different experimental model systems, microRNAs (miRNAs) – a class of small, endogenous, noncoding RNAs that control the translation and stability of many mRNAs – are emerging as important regulators of various aspects of neuronal development. Further dissection of the in vivo physiological functions of individual miRNAs promises to offer novel mechanistic insights into the gene regulatory networks that ensure the precise assembly of a functional nervous system."
5836505,29499134,FUS Regulates Activity of MicroRNA-mediated Gene Silencing,2018,"['microrna', 'fus', 'gene silencing', 'argonaute', 'als', 'ftd']",0,"{'ASE': 0, 'che-1': 0, 'lsy-6': 0}",0.0,Molecular cell,10.1016/j.molcel.2018.02.001,"['Zhang, Tao', 'Wu, Yen-Ching', 'Mullane, Patrick', 'Ji, Yon Ju', 'Liu, Honghe', 'He, Lu', 'Arora, Amit', 'Hwang, Ho-Yon', 'Alessi, Amelia F.', 'Niaki, Amirhossein G.', 'Periz, Goran', 'Guo, Lin', 'Wang, Hejia', 'Elkayam, Elad', 'Joshua-Tor, Leemor', 'Myong, Sua', 'Kim, John', 'Shorter, James', 'Ong, Shao-En', 'Leung, Anthony K.L.', 'Wang, Jiou']","MicroRNA-mediated gene silencing is a fundamental mechanism in the regulation of gene expression. It remains unclear how the efficiency of RNA silencing could be influenced by RNA-binding proteins associated with the microRNA-induced silencing complex (miRISC). Here we report that Fused in sarcoma (FUS), an RNA-binding protein linked to neurodegenerative diseases including amyotrophic lateral sclerosis (ALS), interacts with the core miRISC component AGO2 and is required for optimal microRNA-mediated gene silencing. FUS promotes gene silencing by binding to microRNA and mRNA targets, as illustrated by its action on miR-200c and its target ZEB1. A truncated mutant form of FUS that leads its carriers to an aggressive form of ALS, R495X, impairs microRNA-mediated gene silencing. C. elegans homolog fust-1 also regulates the gene silencing pathways. Collectively, our results suggest a role for FUS in regulating the activity of microRNA-mediated silencing."
