PMCID,PMID,Title,Year,Associated Keywords,Citations,Keywords Count,Score,Journal,DOI,Authors,Abstract
8276808,34047636,"Trichoderma reesei ACE4, a Novel Transcriptional Activator Involved in the Regulation of Cellulase Genes during Growth on Cellulose ",2021,"['trichoderma reesei', 'cellulase gene', 'transcription factor', 'zn(ii)2cys6 protein', 'ace4']",16,"{'xyr1': 0, 'ace3': 0, 'cbh1': 0, 'cellulase': 0, 'reesei': 0}",6.426264754702098,Applied and Environmental Microbiology,10.1128/AEM.00593-21,"['Chen, Yumeng', 'Lin, Aibo', 'Liu, Pei', 'Fan, Xingjia', 'Wu, Chuan', 'Li, Ni', 'Wei, Liujing', 'Wang, Wei', 'Wei, Dongzhi', 'Druzhinina, Irina S.']","The filamentous fungus Trichoderma reesei is a model strain for cellulase production. Cellulase gene expression in T. reesei is controlled by multiple transcription factors. Here, we identified by comparative genomic screening a novel transcriptional activator, ACE4 (activator of cellulase expression 4), that positively regulates cellulase gene expression on cellulose in T. reesei. Disruption of the ace4 gene significantly decreased expression of four main cellulase genes and the essential cellulase transcription factor-encoding gene ace3. Overexpression of ace4 increased cellulase production by approximately 22% compared to that in the parental strain. Further investigations using electrophoretic mobility shift assays, DNase I footprinting assays, and chromatin immunoprecipitation assays indicated that ACE4 directly binds to the promoter of cellulase genes by recognizing the two adjacent 5′-GGCC-3′ sequences. Additionally, ACE4 directly binds to the promoter of ace3 and, in turn, regulates the expression of ACE3 to facilitate cellulase production. Collectively, these results demonstrate an important role for ACE4 in regulating cellulase gene expression, which will contribute to understanding the mechanism underlying cellulase expression in T. reesei."
9894936,36732590,"MAPkinases regulate secondary metabolism, sexual development and light dependent cellulase regulation in Trichoderma reesei",2023,"['fungal genetics', 'fungal physiology']",11,"{'xyr1': 9, 'ace3': 0, 'cbh1': 15, 'cellulase': 48, 'reesei': 40}",10.871135184243045,Scientific Reports,10.1038/s41598-023-28938-w,"['Schalamun, Miriam', 'Beier, Sabrina', 'Hinterdobler, Wolfgang', 'Wanko, Nicole', 'Schinnerl, Johann', 'Brecker, Lothar', 'Engl, Dorothea Elisa', 'Schmoll, Monika']","The filamentous fungus Trichoderma reesei is a prolific producer of plant cell wall degrading enzymes, which are regulated in response to diverse environmental signals for optimal adaptation, but also produces a wide array of secondary metabolites. Available carbon source and light are the strongest cues currently known to impact secreted enzyme levels and an interplay with regulation of secondary metabolism became increasingly obvious in recent years. While cellulase regulation is already known to be modulated by different mitogen activated protein kinase (MAPK) pathways, the relevance of the light signal, which is transmitted by this pathway in other fungi as well, is still unknown in T. reesei as are interconnections to secondary metabolism and chemical communication under mating conditions. Here we show that MAPkinases differentially influence cellulase regulation in light and darkness and that the Hog1 homologue TMK3, but not TMK1 or TMK2 are required for the chemotropic response to glucose in T. reesei. Additionally, MAPkinases regulate production of specific secondary metabolites including trichodimerol and bisorbibutenolid, a bioactive compound with cytostatic effect on cancer cells and deterrent effect on larvae, under conditions facilitating mating, which reflects a defect in chemical communication. Strains lacking either of the MAPkinases become female sterile, indicating the conservation of the role of MAPkinases in sexual fertility also in T. reesei. In summary, our findings substantiate the previously detected interconnection of cellulase regulation with regulation of secondary metabolism as well as the involvement of MAPkinases in light dependent gene regulation of cellulase and secondary metabolite genes in fungi.'], b'"
9953249,36830663,Intracellular Sugar Transporters Facilitate Cellulase Synthesis in Trichoderma reesei Using Lactose,2023,"['sugar transporter', 'lactose', 'lignocellulose-degrading enzyme']",2,"{'xyr1': 0, 'ace3': 0, 'cbh1': 0, 'cellulase': 0, 'reesei': 0}",4.392317422778761,Biomolecules,10.3390/biom13020295,"['Wang, Haiyan', 'Pang, Ai-Ping', 'Li, Bingzhi', 'Huo, Liujie', 'Wu, Fu-Gen', 'Lin, Fengming', 'Schmoll, Monika', 'Kracher, Daniel', 'Daly, Paul', 'Urban, Philippe']","Sugar transporters play an important role in the cellulase production of lignocellulose-degrading fungi. Nevertheless, the role and function of these transporters are still unclear. Here we first report intracellular sugar transporters assisting cellulase production in Trichoderma reesei (T. reesei) using lactose. The mRNA levels of sugar transporter genes mfs, gst, and lac1 were substantially upregulated in T. reesei cultivated on lactose, with the most abundant mRNA levels at 24 h as compared to glucose. Moreover, the individual deletion of these sugar transporters significantly inhibited cellulase production, solid cell growth, and sporulation of T. reesei, suggesting they play a supporting role in cellulase production when grown in lactose. Surprisingly, MFS, GST, and LAC1 were mainly localized in the cytoplasm, with MFS and LAC1 in the endoplasmic reticulum (ER), representing the first discovery of intracellular sugar transporters involved in cellulase biosynthesis in lactose culture. The absence of the gene lac1 noticeably inhibited most of the crucial genes related to cellulase production, including cellulase-encoding genes, transcription factors, and sugar transporters, at 24 h, which was fully relieved at 48 h or 72 h, indicating that lac1 affects cellulase production more at the early step. This research advances the understanding of the function of intracellular sugar transporters in fungi, particularly for fungal cellulase production."
3126698,21609467,The effects of disruption of phosphoglucose isomerase gene on carbon utilisation and cellulase production in Trichoderma reesei Rut-C30,2011,[],6,"{'xyr1': 18, 'ace3': 0, 'cbh1': 1, 'cellulase': 76, 'reesei': 41}",8.780266348530388,Microbial Cell Factories,10.1186/1475-2859-10-40,"['Limón, M Carmen', 'Pakula, Tiina', 'Saloheimo, Markku', 'Penttilä, Merja']","Cellulase and hemicellulase genes in the fungus Trichoderma reesei are repressed by glucose and induced by lactose. Regulation of the cellulase genes is mediated by the repressor CRE1 and the activator XYR1. T. reesei strain Rut-C30 is a hypercellulolytic mutant, obtained from the natural strain QM6a, that has a truncated version of the catabolite repressor gene, cre1. It has been previously shown that bacterial mutants lacking phosphoglucose isomerase (PGI) produce more nucleotide precursors and amino acids. PGI catalyzes the second step of glycolysis, the formation of fructose-6-P from glucose-6-P."
3370264,22554051,The putative protein methyltransferase LAE1 controls cellulase gene expression in Trichoderma reesei,2012,[],100,"{'xyr1': 24, 'ace3': 0, 'cbh1': 0, 'cellulase': 89, 'reesei': 80}",13.200258555114939,Molecular Microbiology,10.1111/j.1365-2958.2012.08083.x,"['Seiboth, Bernhard', 'Karimi, Razieh Aghcheh', 'Phatale, Pallavi A', 'Linke, Rita', 'Hartl, Lukas', 'Sauer, Dominik G', 'Smith, Kristina M', 'Baker, Scott E', 'Freitag, Michael', 'Kubicek, Christian P']","Trichoderma reesei is an industrial producer of enzymes that degrade lignocellulosic polysaccharides to soluble monomers, which can be fermented to biofuels. Here we show that the expression of genes for lignocellulose degradation are controlled by the orthologous T. reesei protein methyltransferase LAE1. In a lae1 deletion mutant we observed a complete loss of expression of all seven cellulases, auxiliary factors for cellulose degradation, β-glucosidases and xylanases were no longer expressed. Conversely, enhanced expression of lae1 resulted in significantly increased cellulase gene transcription. Lae1-modulated cellulase gene expression was dependent on the function of the general cellulase regulator XYR1, but also xyr1 expression was LAE1-dependent. LAE1 was also essential for conidiation of T. reesei. Chromatin immunoprecipitation followed by high-throughput sequencing (‘ChIP-seq’) showed that lae1 expression was not obviously correlated with H3K4 di- or trimethylation (indicative of active transcription) or H3K9 trimethylation (typical for heterochromatin regions) in CAZyme coding regions, suggesting that LAE1 does not affect CAZyme gene expression by directly modulating H3K4 or H3K9 methylation. Our data demonstrate that the putative protein methyltransferase LAE1 is essential for cellulase gene expression in T. reesei through mechanisms that remain to be identified."
3302631,22286997,Roles of Protein Kinase A and Adenylate Cyclase in Light-Modulated Cellulase Regulation in Trichoderma reesei,2012,[],46,"{'xyr1': 0, 'ace3': 0, 'cbh1': 0, 'cellulase': 0, 'reesei': 0}",6.802041122161136,Applied and Environmental Microbiology,10.1128/AEM.06959-11,"['Schuster, André', 'Tisch, Doris', 'Seidl-Seiboth, Verena', 'Kubicek, Christian P.', 'Schmoll, Monika']","The cyclic AMP (cAMP) pathway represents a central signaling cascade with crucial functions in all organisms. Previous studies of Trichoderma reesei (anamorph of Hypocrea jecorina) suggested a function of cAMP signaling in regulation of cellulase gene expression. We were therefore interested in how the crucial components of this pathway, adenylate cyclase (ACY1) and cAMP-dependent protein kinase A (PKA), would affect cellulase gene expression. We found that both ACY1 and PKA catalytic subunit 1 (PKAC1) are involved in regulation of vegetative growth but are not essential for sexual development. Interestingly, our results showed considerably increased transcript abundance of cellulase genes in darkness compared to light (light responsiveness) upon growth on lactose. This effect is strongly enhanced in mutant strains lacking PKAC1 or ACY1. Comparison to the wild type showed that ACY1 has a consistently positive effect on cellulase gene expression in light and darkness, while PKAC1 influences transcript levels of cellulase genes positively in light but negatively in darkness. A function of PKAC1 in light-modulated cellulase gene regulation is also reflected by altered complex formation within the cel6a/cbh2 promoter in light and darkness and in the absence of pkac1. Analysis of transcript levels of cellulase regulator genes indicates that the regulatory output of the cAMP pathway may be established via adjustment of XYR1 abundance. Consequently, both adenylate cyclase and protein kinase A are involved in light-modulated cellulase gene expression in T. reesei and have a dampening effect on the light responsiveness of this process."
5956553,29773074,Enhanced cellulase production in Trichoderma reesei RUT C30 via constitution of minimal transcriptional activators,2018,"['minimal transcriptional activator', 'cellulase production', 'trichoderma reesei', 'aceii', 'crei']",31,"{'xyr1': 0, 'ace3': 0, 'cbh1': 0, 'cellulase': 0, 'reesei': 0}",6.8748416666698935,Microbial Cell Factories,10.1186/s12934-018-0926-7,"['Zhang, Jiajia', 'Zhang, Guoxiu', 'Wang, Wei', 'Wang, Wei', 'Wei, Dongzhi']","Cellulase can convert lignocellulosic feedstocks into fermentable sugars, which can be used for the industrial production of biofuels and chemicals. The high cost of cellulase production remains a challenge for lignocellulose breakdown. Trichoderma reesei RUT C30 serves as a well-known industrial workhorse for cellulase production. Therefore, the enhancement of cellulase production by T. reesei RUT C30 is of great importance."
3494722,23152805,"Ras GTPases Modulate Morphogenesis, Sporulation and Cellulase Gene Expression in the Cellulolytic Fungus Trichoderma reesei'], b'Ras Modulate Morphogenesis and Cellulase Formation",2012,[],16,"{'xyr1': 47, 'ace3': 0, 'cbh1': 25, 'cellulase': 69, 'reesei': 50}",10.615629636968098,PLoS ONE,10.1371/journal.pone.0048786,"['Zhang, Jiwei', 'Zhang, Yanmei', 'Zhong, Yaohua', 'Qu, Yinbo', 'Wang, Tianhong', 'Xue, Chaoyang']","The model cellulolytic fungus Trichoderma reesei (teleomorph Hypocrea jecorina) is capable of responding to environmental cues to compete for nutrients in its natural saprophytic habitat despite its genome encodes fewer degradative enzymes. Efficient signalling pathways in perception and interpretation of environmental signals are indispensable in this process. Ras GTPases represent a kind of critical signal proteins involved in signal transduction and regulation of gene expression. In T. reesei the genome contains two Ras subfamily small GTPases TrRas1 and TrRas2 homologous to Ras1 and Ras2 from S. cerevisiae, but their functions remain unknown."
6767844,31583017,"Fusion transcription factors for strong, constitutive expression of cellulases and xylanases in Trichoderma reesei",2019,"['trichoderma reesei', 'xyr1', 'ypr1', 'transcription factor', 'enzyme production', 'glycerol']",26,"{'xyr1': 0, 'ace3': 0, 'cbh1': 0, 'cellulase': 0, 'reesei': 0}",6.768184324776926,Biotechnology for Biofuels,10.1186/s13068-019-1575-8,"['Derntl, Christian', 'Mach, Robert L.', 'Mach-Aigner, Astrid R.']","The filamentous ascomycete T. reesei is industrially used to produce cellulases and xylanases. Cost-effective production of cellulases is a bottleneck for biofuel production. Previously, different strain and process optimizations were deployed to enhance enzyme production rates. One approach is the overexpression of the main activator Xyr1 and a second is the construction of synthetic transcription factors. Notably, these genetic manipulations were introduced into strains bearing the wild-type xyr1 gene and locus."
10991602,38650205,From induction to secretion: a complicated route for cellulase production in Trichoderma reesei,2021,"['trichoderma reesei', 'cellulase', 'β-glucosidase', 'transporter', 'induction', 'transcription factor', 'environmental factor', 'secretion']",0,"{'xyr1': 26, 'ace3': 10, 'cbh1': 0, 'cellulase': 201, 'reesei': 77}",8.321928094887362,Bioresources and Bioprocessing,10.1186/s40643-021-00461-8,"['Yan, Su', 'Xu, Yan', 'Yu, Xiao-Wei']","The filamentous fungus Trichoderma reesei has been widely used for cellulase production that has extensive applications in green and sustainable development. Increasing costs and depletion of fossil fuels provoke the demand for hyper-cellulase production in this cellulolytic fungus. To better manipulate T. reesei for enhanced cellulase production and to lower the cost for large-scale fermentation, it is wise to have a comprehensive understanding of the crucial factors and complicated biological network of cellulase production that could provide new perspectives for further exploration and modification. In this review, we summarize recent progress and give an overview of the cellular process of cellulase production in T. reesei, including the carbon source-dependent cellulase induction, complicated transcriptional regulation network, and efficient protein assembly and trafficking. Among that, the key factors involved in cellulase production were emphasized, shedding light on potential perspectives for further engineering."
10859021,38342915,An efficient CRISPR/Cas9 genome editing system based on a multiple sgRNA processing platform in Trichoderma reesei for strain improvement and enzyme production,2024,"['crispr/cas9', 'trichoderma reesei', 'multigene editing', 'glucose oxidase', 'lignocellulose-degrading enzymes', 'multiple sgrna processing']",8,"{'xyr1': 0, 'ace3': 0, 'cbh1': 0, 'cellulase': 0, 'reesei': 0}",6.189824558880018,Biotechnology for Biofuels and Bioproducts,10.1186/s13068-024-02468-7,"['Zhang, Jiaxin', 'Li, Kehang', 'Sun, Yu', 'Yao, Cheng', 'Liu, Weifeng', 'Liu, Hong', 'Zhong, Yaohua']","The CRISPR/Cas9 technology is being employed as a convenient tool for genetic engineering of the industrially important filamentous fungus Trichoderma reesei. However, multiplex gene editing is still constrained by the sgRNA processing capability, hindering strain improvement of T. reesei for the production of lignocellulose-degrading enzymes and recombinant proteins."
